 	3.5211380837040362
 "	1.0
 (	1.6989700043360187
 ()	2.0
 () 	1.0
 ),	1.0
 ).	1.0
 *	2.4313637641589874
 *-	1.4771212547196624
 +	1.4771212547196624
 + → +	1.4771212547196624
 ,	1.3010299956639813
 , '	1.0
 .	1.3010299956639813
 /	2.806179973983887
 : 	1.0
 =	1.0
 \"	2.0413926851582254
 ^	1.0
 ~	1.0
 ~~	1.0
 –	1.9542425094393248
 №	1.0
 ↓	1.0
!	3.03342375548695
! 	1.9030899869919435
! '	1.3010299956639813
! (	2.0
! -	1.0
! ...	1.0
! —	1.0
!!! (	1.0
!"	2.342422680822206
!" (	1.3010299956639813
!",	1.3010299956639813
!".	1.3010299956639813
!'	1.4771212547196624
!'".)	1.0
!(	1.0
!)	1.0
!),	1.0
!,	1.9542425094393248
!.	1.4771212547196624
!. 	1.0
!:	1.6989700043360187
"	4.7660408603813895
" 	2.079181246047625
" "	2.0413926851582254
" "-	1.0
" '	1.0
" (	3.513217600067939
" ( )	1.3010299956639813
" ("	2.6127838567197355
" ('	1.3010299956639813
" ()	1.6020599913279625
" () . (	1.0
" (),	1.3010299956639813
" (), "	1.0
" (), "" (), "	1.0
" ().	1.4771212547196624
" (). 	1.0
" (,	1.4771212547196624
" (, "	1.9030899869919435
" ([[	1.0
" )	1.0
" +	1.0
" -	1.9542425094393248
" .	1.3010299956639813
" :	1.0
" ==	1.0
" ===	1.0
" –	1.9030899869919435
" – "	1.4771212547196624
" —	1.6989700043360187
""	1.9542425094393248
"".	1.3010299956639813
"$	1.0
"'	1.0
"'' ("	1.0
"',	1.0
"(	1.6989700043360187
")	3.2041199826559246
") "	1.0
") (	1.0
") .	1.0
") . )	1.0
") :	1.0
") –	1.0
"),	2.9956351945975497
"), "	1.0
"), ;	1.0
").	2.863322860120456
"). 	1.845098040014257
"). "	1.0
"). .	1.0
"):	1.4771212547196624
");	1.4771212547196624
")==	1.0
",	3.8915374576725643
", 	1.0
", "	2.785329835010767
", ""	1.0
", "...	1.0
", '	1.0
", (	1.3010299956639813
", ;	1.3010299956639813
", < '	1.3010299956639813
",'	1.0
"-	1.9030899869919435
".	3.885926339801431
". 	2.8750612633917
". "	2.0
". (	1.7781512503836436
". )	1.0
". *	1.0
". -	1.0
". .	1.0
". . 	1.0
". ; 	1.0
". ; ;	1.0
".)	1.3010299956639813
"...	2.079181246047625
".;	1.0
"/	1.6020599913279625
"/"	1.3010299956639813
":	2.230448921378274
": "	1.6020599913279625
": "...	1.3010299956639813
": (	1.0
";	2.5440680443502757
"; (	1.0
"; .	1.0
"==	1.0
"===	1.6989700043360187
"====	1.6020599913279625
"?	1.0
"?".	1.0
"[	1.0
"[" (	1.0
"{, }"	1.0
"—	2.204119982655925
"—"	1.3010299956639813
"‘	1.0
"∝" (	1.0
"␠";	1.0
"␢"	1.0
"␣"	1.0
#	3.60959440922522
# 	1.3010299956639813
# "	1.0
# ()	1.0
##	2.8692317197309762
###	1.4771212547196624
#, $	1.0
#? 	1.0
$	3.432969290874406
$ (	1.0
$ )	1.0
$.	1.0
%	3.928907690243953
% 	2.690196080028514
% (	1.9542425094393248
% \" \"	1.9030899869919435
% –	1.0
%"	1.0
%)	2.57978359661681
%) 	1.6989700043360187
%),	2.8129133566428557
%), (	1.0
%).	2.146128035678238
%). 	1.7781512503836436
%). (	1.0
%).(	1.0
%);	2.4471580313422194
%+	1.0
%,	2.5440680443502757
%-	1.9030899869919435
%.	2.690196080028514
%. 	2.079181246047625
%. .	1.0
%: 	1.3010299956639813
%;	1.6989700043360187
%–	1.7781512503836436
%—	1.0
&	4.449015316347786
&#	2.1760912590556813
'	4.853333105002335
' 	1.9542425094393248
' "	1.4771212547196624
' ":	1.0
' '	1.845098040014257
' (	2.462397997898956
' ('	1.0
' *	1.0
' ,	1.0
' .	1.3010299956639813
' <	1.0
' < '	1.6989700043360187
' = (	1.4771212547196624
' \"	1.0
' –	1.0
' → ,	1.0
' → .	1.3010299956639813
'"	1.6020599913279625
'" (	1.0
'",	1.0
'".	1.6989700043360187
'";	1.0
'"—	1.0
''	1.0
''"	1.0
''.	1.0
'(	1.0
')	2.255272505103306
') =	1.6020599913279625
'),	1.9542425094393248
').	2.1760912590556813
',	2.9344984512435675
', "	1.0
', '	2.462397997898956
', (	1.0
', ,	1.0
'-	1.6020599913279625
'.	2.7558748556724915
'. 	1.6020599913279625
'. "	1.0
'. (	1.0
'. ;	1.0
'."	1.6989700043360187
'." -	1.0
'."(	1.0
'.)	1.3010299956639813
'...	1.0
'/	1.3010299956639813
';	1.9030899869919435
'; '	1.6989700043360187
'; (	1.0
'; }	1.0
'===	1.0
'?.".	1.0
'\	1.0
'`,	1.0
'``',	1.0
'``'`-	1.0
'``,	1.0
'—	1.3010299956639813
(	5.066624050983426
( "	1.0
( '	1.0
( )	1.6020599913279625
( ),	1.3010299956639813
( );	1.0
( ,	1.4771212547196624
( -	1.0
( ;	2.0
( ; "	1.0
( ; )	1.0
( ; ),	1.0
( ; ,	2.6020599913279625
( – – – – – – – – – )	1.0
( ′ );	1.0
("	3.041392685158225
("...	1.0
(#	1.4771212547196624
($	2.0
(%	1.3010299956639813
(%)	1.4771212547196624
(&	1.3010299956639813
('	2.255272505103306
((	1.6020599913279625
()	2.6989700043360187
() 	1.0
()&	1.0
(),	2.5051499783199063
(), "	1.0
().	2.1760912590556813
(). 	1.3010299956639813
(). "	1.0
();	1.0
(*$	1.0
(*),	1.7781512503836436
(+	1.6989700043360187
(+),	1.0
(+);	1.0
(,	2.0
(, "	1.7781512503836436
(, "(	1.0
(, '	1.0
(, )	1.0
(, ,	1.3010299956639813
(-	2.146128035678238
(-),	1.0
(-).	1.0
(/-	1.4771212547196624
